year,state,party,candidate,classification
1952,Alabama,dem,Stevenson,Base Democratic
1952,Alaska,dem,Stevenson,NA
1952,Arizona,dem,Stevenson,Battleground
1952,Arkansas,dem,Stevenson,Base Democratic
1952,California,dem,Stevenson,Battleground
1952,Colorado,dem,Stevenson,Base Republican
1952,Connecticut,dem,Stevenson,Battleground
1952,D. C.,dem,Stevenson,NA
1952,Delaware,dem,Stevenson,Base Republican
1952,Florida,dem,Stevenson,Base Democratic
1952,Georgia,dem,Stevenson,Base Democratic
1952,Hawaii,dem,Stevenson,NA
1952,Idaho,dem,Stevenson,Base Republican
1952,Illinois,dem,Stevenson,Battleground
1952,Indiana,dem,Stevenson,Base Republican
1952,Iowa,dem,Stevenson,Base Republican
1952,Kansas,dem,Stevenson,Base Republican
1952,Kentucky,dem,Stevenson,Battleground
1952,Louisiana,dem,Stevenson,Base Democratic
1952,Maine,dem,Stevenson,Base Republican
1952,Maryland,dem,Stevenson,Base Republican
1952,Massachusetts,dem,Stevenson,Battleground
1952,Michigan,dem,Stevenson,Battleground
1952,Minnesota,dem,Stevenson,Battleground
1952,Mississippi,dem,Stevenson,Base Democratic
1952,Missouri,dem,Stevenson,Battleground
1952,Montana,dem,Stevenson,Battleground
1952,Nebraska,dem,Stevenson,Base Republican
1952,Nevada,dem,Stevenson,Battleground
1952,New Hampshire,dem,Stevenson,Base Republican
1952,New Jersey,dem,Stevenson,Battleground
1952,New Mexico,dem,Stevenson,Base Democratic
1952,New York,dem,Stevenson,Battleground
1952,North Carolina,dem,Stevenson,Base Democratic
1952,North Dakota,dem,Stevenson,Base Republican
1952,Ohio,dem,Stevenson,Battleground
1952,Oklahoma,dem,Stevenson,Base Democratic
1952,Oregon,dem,Stevenson,Base Republican
1952,Pennsylvania,dem,Stevenson,Battleground
1952,Rhode Island,dem,Stevenson,Base Democratic
1952,South Carolina,dem,Stevenson,Base Democratic
1952,South Dakota,dem,Stevenson,Base Republican
1952,Tennessee,dem,Stevenson,Base Democratic
1952,Texas,dem,Stevenson,Battleground
1952,Utah,dem,Stevenson,Battleground
1952,Vermont,dem,Stevenson,Base Republican
1952,Virginia,dem,Stevenson,Base Democratic
1952,Washington,dem,Stevenson,Battleground
1952,West Virginia,dem,Stevenson,Base Democratic
1952,Wisconsin,dem,Stevenson,Battleground
1952,Wyoming,dem,Stevenson,Battleground
1952,Alabama,rep,Eisenhower,Base Democratic
1952,Alaska,rep,Eisenhower,NA
1952,Arizona,rep,Eisenhower,Base Democratic
1952,Arkansas,rep,Eisenhower,Base Democratic
1952,California,rep,Eisenhower,Base Republican
1952,Colorado,rep,Eisenhower,Base Republican
1952,Connecticut,rep,Eisenhower,Battleground
1952,D. C.,rep,Eisenhower,NA
1952,Delaware,rep,Eisenhower,Battleground
1952,Florida,rep,Eisenhower,Base Democratic
1952,Georgia,rep,Eisenhower,Base Democratic
1952,Hawaii,rep,Eisenhower,NA
1952,Idaho,rep,Eisenhower,Base Republican
1952,Illinois,rep,Eisenhower,Base Republican
1952,Indiana,rep,Eisenhower,Battleground
1952,Iowa,rep,Eisenhower,Base Republican
1952,Kansas,rep,Eisenhower,Base Republican
1952,Kentucky,rep,Eisenhower,Battleground
1952,Louisiana,rep,Eisenhower,Base Democratic
1952,Maine,rep,Eisenhower,Base Republican
1952,Maryland,rep,Eisenhower,Battleground
1952,Massachusetts,rep,Eisenhower,Battleground
1952,Michigan,rep,Eisenhower,Battleground
1952,Minnesota,rep,Eisenhower,Battleground
1952,Mississippi,rep,Eisenhower,Base Democratic
1952,Missouri,rep,Eisenhower,Battleground
1952,Montana,rep,Eisenhower,Battleground
1952,Nebraska,rep,Eisenhower,Base Republican
1952,Nevada,rep,Eisenhower,Battleground
1952,New Hampshire,rep,Eisenhower,Base Republican
1952,New Jersey,rep,Eisenhower,Battleground
1952,New Mexico,rep,Eisenhower,Base Democratic
1952,New York,rep,Eisenhower,Battleground
1952,North Carolina,rep,Eisenhower,Base Democratic
1952,North Dakota,rep,Eisenhower,Base Republican
1952,Ohio,rep,Eisenhower,Battleground
1952,Oklahoma,rep,Eisenhower,Base Republican
1952,Oregon,rep,Eisenhower,Base Republican
1952,Pennsylvania,rep,Eisenhower,Battleground
1952,Rhode Island,rep,Eisenhower,Base Democratic
1952,South Carolina,rep,Eisenhower,Base Democratic
1952,South Dakota,rep,Eisenhower,Base Republican
1952,Tennessee,rep,Eisenhower,Base Democratic
1952,Texas,rep,Eisenhower,Base Democratic
1952,Utah,rep,Eisenhower,Battleground
1952,Vermont,rep,Eisenhower,Base Republican
1952,Virginia,rep,Eisenhower,Base Democratic
1952,Washington,rep,Eisenhower,Battleground
1952,West Virginia,rep,Eisenhower,Battleground
1952,Wisconsin,rep,Eisenhower,Battleground
1952,Wyoming,rep,Eisenhower,Battleground
1956,Alabama,dem,Stevenson,Base Democratic
1956,Alaska,dem,Stevenson,NA
1956,Arizona,dem,Stevenson,Battleground
1956,Arkansas,dem,Stevenson,Base Democratic
1956,California,dem,Stevenson,Battleground
1956,Colorado,dem,Stevenson,Base Republican
1956,Connecticut,dem,Stevenson,Battleground
1956,D. C.,dem,Stevenson,NA
1956,Delaware,dem,Stevenson,Battleground
1956,Florida,dem,Stevenson,Base Republican
1956,Georgia,dem,Stevenson,Base Democratic
1956,Hawaii,dem,Stevenson,NA
1956,Idaho,dem,Stevenson,Battleground
1956,Illinois,dem,Stevenson,Battleground
1956,Indiana,dem,Stevenson,Battleground
1956,Iowa,dem,Stevenson,Base Republican
1956,Kansas,dem,Stevenson,Base Republican
1956,Kentucky,dem,Stevenson,Battleground
1956,Louisiana,dem,Stevenson,Base Democratic
1956,Maine,dem,Stevenson,Base Republican
1956,Maryland,dem,Stevenson,Base Republican
1956,Massachusetts,dem,Stevenson,Battleground
1956,Michigan,dem,Stevenson,Battleground
1956,Minnesota,dem,Stevenson,Battleground
1956,Mississippi,dem,Stevenson,Base Democratic
1956,Missouri,dem,Stevenson,Base Democratic
1956,Montana,dem,Stevenson,Battleground
1956,Nebraska,dem,Stevenson,Base Republican
1956,Nevada,dem,Stevenson,Battleground
1956,New Hampshire,dem,Stevenson,Base Republican
1956,New Jersey,dem,Stevenson,Base Republican
1956,New Mexico,dem,Stevenson,Battleground
1956,New York,dem,Stevenson,Battleground
1956,North Carolina,dem,Stevenson,Base Democratic
1956,North Dakota,dem,Stevenson,Battleground
1956,Ohio,dem,Stevenson,Battleground
1956,Oklahoma,dem,Stevenson,Base Democratic
1956,Oregon,dem,Stevenson,Battleground
1956,Pennsylvania,dem,Stevenson,Battleground
1956,Rhode Island,dem,Stevenson,Base Democratic
1956,South Carolina,dem,Stevenson,Base Democratic
1956,South Dakota,dem,Stevenson,Base Republican
1956,Tennessee,dem,Stevenson,Base Democratic
1956,Texas,dem,Stevenson,Battleground
1956,Utah,dem,Stevenson,Battleground
1956,Vermont,dem,Stevenson,Base Republican
1956,Virginia,dem,Stevenson,Base Democratic
1956,Washington,dem,Stevenson,Battleground
1956,West Virginia,dem,Stevenson,Base Democratic
1956,Wisconsin,dem,Stevenson,Base Republican
1956,Wyoming,dem,Stevenson,Battleground
1956,Alabama,rep,Eisenhower,Base Democratic
1956,Alaska,rep,Eisenhower,NA
1956,Arizona,rep,Eisenhower,Base Republican
1956,Arkansas,rep,Eisenhower,Base Democratic
1956,California,rep,Eisenhower,Battleground
1956,Colorado,rep,Eisenhower,Base Republican
1956,Connecticut,rep,Eisenhower,Battleground
1956,D. C.,rep,Eisenhower,NA
1956,Delaware,rep,Eisenhower,Battleground
1956,Florida,rep,Eisenhower,Battleground
1956,Georgia,rep,Eisenhower,Base Democratic
1956,Hawaii,rep,Eisenhower,NA
1956,Idaho,rep,Eisenhower,Base Republican
1956,Illinois,rep,Eisenhower,Battleground
1956,Indiana,rep,Eisenhower,Base Republican
1956,Iowa,rep,Eisenhower,Base Republican
1956,Kansas,rep,Eisenhower,Base Republican
1956,Kentucky,rep,Eisenhower,Battleground
1956,Louisiana,rep,Eisenhower,Base Democratic
1956,Maine,rep,Eisenhower,Base Republican
1956,Maryland,rep,Eisenhower,Battleground
1956,Massachusetts,rep,Eisenhower,Battleground
1956,Michigan,rep,Eisenhower,Battleground
1956,Minnesota,rep,Eisenhower,Battleground
1956,Mississippi,rep,Eisenhower,Base Democratic
1956,Missouri,rep,Eisenhower,Battleground
1956,Montana,rep,Eisenhower,Base Republican
1956,Nebraska,rep,Eisenhower,Base Republican
1956,Nevada,rep,Eisenhower,Base Republican
1956,New Hampshire,rep,Eisenhower,Base Republican
1956,New Jersey,rep,Eisenhower,Battleground
1956,New Mexico,rep,Eisenhower,Battleground
1956,New York,rep,Eisenhower,Battleground
1956,North Carolina,rep,Eisenhower,Base Democratic
1956,North Dakota,rep,Eisenhower,Base Republican
1956,Ohio,rep,Eisenhower,Battleground
1956,Oklahoma,rep,Eisenhower,Battleground
1956,Oregon,rep,Eisenhower,Base Republican
1956,Pennsylvania,rep,Eisenhower,Battleground
1956,Rhode Island,rep,Eisenhower,Battleground
1956,South Carolina,rep,Eisenhower,Base Democratic
1956,South Dakota,rep,Eisenhower,Base Republican
1956,Tennessee,rep,Eisenhower,Battleground
1956,Texas,rep,Eisenhower,Battleground
1956,Utah,rep,Eisenhower,Base Republican
1956,Vermont,rep,Eisenhower,Base Republican
1956,Virginia,rep,Eisenhower,Battleground
1956,Washington,rep,Eisenhower,Battleground
1956,West Virginia,rep,Eisenhower,Base Democratic
1956,Wisconsin,rep,Eisenhower,Base Republican
1956,Wyoming,rep,Eisenhower,Base Republican
1960,Alabama,dem,Kennedy,Dixiecrat
1960,Alaska,dem,Kennedy,Base Republican
1960,Arizona,dem,Kennedy,Base Republican
1960,Arkansas,dem,Kennedy,Base Democratic
1960,California,dem,Kennedy,Battleground
1960,Colorado,dem,Kennedy,Battleground
1960,Connecticut,dem,Kennedy,Battleground
1960,D. C.,dem,Kennedy,NA
1960,Delaware,dem,Kennedy,Base Democratic
1960,Florida,dem,Kennedy,Base Republican
1960,Georgia,dem,Kennedy,Base Democratic
1960,Hawaii,dem,Kennedy,Base Democratic
1960,Idaho,dem,Kennedy,Base Republican
1960,Illinois,dem,Kennedy,Battleground
1960,Indiana,dem,Kennedy,Base Republican
1960,Iowa,dem,Kennedy,Battleground
1960,Kansas,dem,Kennedy,Battleground
1960,Kentucky,dem,Kennedy,Base Republican
1960,Louisiana,dem,Kennedy,Base Democratic
1960,Maine,dem,Kennedy,Base Republican
1960,Maryland,dem,Kennedy,Battleground
1960,Massachusetts,dem,Kennedy,Battleground
1960,Michigan,dem,Kennedy,Battleground
1960,Minnesota,dem,Kennedy,Battleground
1960,Mississippi,dem,Kennedy,Dixiecrat
1960,Missouri,dem,Kennedy,Battleground
1960,Montana,dem,Kennedy,Base Republican
1960,Nebraska,dem,Kennedy,Base Republican
1960,Nevada,dem,Kennedy,Base Republican
1960,New Hampshire,dem,Kennedy,Base Republican
1960,New Jersey,dem,Kennedy,Battleground
1960,New Mexico,dem,Kennedy,Base Republican
1960,New York,dem,Kennedy,Battleground
1960,North Carolina,dem,Kennedy,Base Democratic
1960,North Dakota,dem,Kennedy,Battleground
1960,Ohio,dem,Kennedy,Battleground
1960,Oklahoma,dem,Kennedy,Base Republican
1960,Oregon,dem,Kennedy,Base Republican
1960,Pennsylvania,dem,Kennedy,Battleground
1960,Rhode Island,dem,Kennedy,Base Democratic
1960,South Carolina,dem,Kennedy,Base Democratic
1960,South Dakota,dem,Kennedy,Battleground
1960,Tennessee,dem,Kennedy,Base Republican
1960,Texas,dem,Kennedy,Battleground
1960,Utah,dem,Kennedy,Base Republican
1960,Vermont,dem,Kennedy,Base Republican
1960,Virginia,dem,Kennedy,Base Republican
1960,Washington,dem,Kennedy,Battleground
1960,West Virginia,dem,Kennedy,Battleground
1960,Wisconsin,dem,Kennedy,Battleground
1960,Wyoming,dem,Kennedy,Base Republican
1960,Alabama,rep,Nixon,Dixiecrat
1960,Alaska,rep,Nixon,Base Republican
1960,Arizona,rep,Nixon,Base Republican
1960,Arkansas,rep,Nixon,Base Democratic
1960,California,rep,Nixon,Battleground
1960,Colorado,rep,Nixon,Battleground
1960,Connecticut,rep,Nixon,Base Republican
1960,D. C.,rep,Nixon,NA
1960,Delaware,rep,Nixon,Base Democratic
1960,Florida,rep,Nixon,Battleground
1960,Georgia,rep,Nixon,Base Democratic
1960,Hawaii,rep,Nixon,Base Democratic
1960,Idaho,rep,Nixon,Base Republican
1960,Illinois,rep,Nixon,Battleground
1960,Indiana,rep,Nixon,Base Republican
1960,Iowa,rep,Nixon,Battleground
1960,Kansas,rep,Nixon,Base Republican
1960,Kentucky,rep,Nixon,Base Republican
1960,Louisiana,rep,Nixon,Base Democratic
1960,Maine,rep,Nixon,Base Republican
1960,Maryland,rep,Nixon,Battleground
1960,Massachusetts,rep,Nixon,Base Democratic
1960,Michigan,rep,Nixon,Battleground
1960,Minnesota,rep,Nixon,Base Democratic
1960,Mississippi,rep,Nixon,Base Democratic
1960,Missouri,rep,Nixon,Base Democratic
1960,Montana,rep,Nixon,Base Republican
1960,Nebraska,rep,Nixon,Base Republican
1960,Nevada,rep,Nixon,Base Republican
1960,New Hampshire,rep,Nixon,Base Republican
1960,New Jersey,rep,Nixon,Battleground
1960,New Mexico,rep,Nixon,Base Republican
1960,New York,rep,Nixon,Battleground
1960,North Carolina,rep,Nixon,Base Democratic
1960,North Dakota,rep,Nixon,Base Republican
1960,Ohio,rep,Nixon,Battleground
1960,Oklahoma,rep,Nixon,Base Republican
1960,Oregon,rep,Nixon,Battleground
1960,Pennsylvania,rep,Nixon,Battleground
1960,Rhode Island,rep,Nixon,Base Democratic
1960,South Carolina,rep,Nixon,Base Democratic
1960,South Dakota,rep,Nixon,Base Republican
1960,Tennessee,rep,Nixon,Base Republican
1960,Texas,rep,Nixon,Battleground
1960,Utah,rep,Nixon,Base Republican
1960,Vermont,rep,Nixon,Base Republican
1960,Virginia,rep,Nixon,Battleground
1960,Washington,rep,Nixon,Battleground
1960,West Virginia,rep,Nixon,Base Democratic
1960,Wisconsin,rep,Nixon,Battleground
1960,Wyoming,rep,Nixon,Base Republican
1964,Alabama,dem,Johnson,Base Republican
1964,Alaska,dem,Johnson,Base Democratic
1964,Arizona,dem,Johnson,Base Republican
1964,Arkansas,dem,Johnson,Base Republican
1964,California,dem,Johnson,Battleground
1964,Colorado,dem,Johnson,Base Republican
1964,Connecticut,dem,Johnson,Base Democratic
1964,D. C.,dem,Johnson,Base Democratic
1964,Delaware,dem,Johnson,Base Democratic
1964,Florida,dem,Johnson,Battleground
1964,Georgia,dem,Johnson,Base Republican
1964,Hawaii,dem,Johnson,Base Democratic
1964,Idaho,dem,Johnson,Base Republican
1964,Illinois,dem,Johnson,Battleground
1964,Indiana,dem,Johnson,Battleground
1964,Iowa,dem,Johnson,Base Democratic
1964,Kansas,dem,Johnson,Base Republican
1964,Kentucky,dem,Johnson,Base Democratic
1964,Louisiana,dem,Johnson,Base Republican
1964,Maine,dem,Johnson,Base Democratic
1964,Maryland,dem,Johnson,Battleground
1964,Massachusetts,dem,Johnson,Battleground
1964,Michigan,dem,Johnson,Battleground
1964,Minnesota,dem,Johnson,Battleground
1964,Mississippi,dem,Johnson,Base Republican
1964,Missouri,dem,Johnson,Battleground
1964,Montana,dem,Johnson,Base Republican
1964,Nebraska,dem,Johnson,Base Republican
1964,Nevada,dem,Johnson,Base Democratic
1964,New Hampshire,dem,Johnson,Base Democratic
1964,New Jersey,dem,Johnson,Battleground
1964,New Mexico,dem,Johnson,Base Democratic
1964,New York,dem,Johnson,Battleground
1964,North Carolina,dem,Johnson,Base Republican
1964,North Dakota,dem,Johnson,Base Republican
1964,Ohio,dem,Johnson,Battleground
1964,Oklahoma,dem,Johnson,Base Republican
1964,Oregon,dem,Johnson,Base Democratic
1964,Pennsylvania,dem,Johnson,Battleground
1964,Rhode Island,dem,Johnson,Base Democratic
1964,South Carolina,dem,Johnson,Base Republican
1964,South Dakota,dem,Johnson,Base Republican
1964,Tennessee,dem,Johnson,Base Democratic
1964,Texas,dem,Johnson,Battleground
1964,Utah,dem,Johnson,Base Republican
1964,Vermont,dem,Johnson,Base Democratic
1964,Virginia,dem,Johnson,Base Republican
1964,Washington,dem,Johnson,Base Democratic
1964,West Virginia,dem,Johnson,Base Democratic
1964,Wisconsin,dem,Johnson,Battleground
1964,Wyoming,dem,Johnson,Base Republican
1964,Alabama,rep,Goldwater,Battleground
1964,Alaska,rep,Goldwater,Base Democratic
1964,Arizona,rep,Goldwater,Base Republican
1964,Arkansas,rep,Goldwater,Battleground
1964,California,rep,Goldwater,Battleground
1964,Colorado,rep,Goldwater,Base Republican
1964,Connecticut,rep,Goldwater,Battleground
1964,D. C.,rep,Goldwater,Base Democratic
1964,Delaware,rep,Goldwater,Base Democratic
1964,Florida,rep,Goldwater,Battleground
1964,Georgia,rep,Goldwater,Battleground
1964,Hawaii,rep,Goldwater,Base Democratic
1964,Idaho,rep,Goldwater,Base Republican
1964,Illinois,rep,Goldwater,Battleground
1964,Indiana,rep,Goldwater,Base Republican
1964,Iowa,rep,Goldwater,Base Democratic
1964,Kansas,rep,Goldwater,Base Republican
1964,Kentucky,rep,Goldwater,Base Republican
1964,Louisiana,rep,Goldwater,Battleground
1964,Maine,rep,Goldwater,Battleground
1964,Maryland,rep,Goldwater,Battleground
1964,Massachusetts,rep,Goldwater,Base Democratic
1964,Michigan,rep,Goldwater,Base Democratic
1964,Minnesota,rep,Goldwater,Base Democratic
1964,Mississippi,rep,Goldwater,Battleground
1964,Missouri,rep,Goldwater,Base Democratic
1964,Montana,rep,Goldwater,Base Republican
1964,Nebraska,rep,Goldwater,Base Republican
1964,Nevada,rep,Goldwater,Base Democratic
1964,New Hampshire,rep,Goldwater,Battleground
1964,New Jersey,rep,Goldwater,Battleground
1964,New Mexico,rep,Goldwater,Base Democratic
1964,New York,rep,Goldwater,Battleground
1964,North Carolina,rep,Goldwater,Battleground
1964,North Dakota,rep,Goldwater,Base Republican
1964,Ohio,rep,Goldwater,Battleground
1964,Oklahoma,rep,Goldwater,Base Republican
1964,Oregon,rep,Goldwater,Base Democratic
1964,Pennsylvania,rep,Goldwater,Battleground
1964,Rhode Island,rep,Goldwater,Base Democratic
1964,South Carolina,rep,Goldwater,Battleground
1964,South Dakota,rep,Goldwater,Base Republican
1964,Tennessee,rep,Goldwater,Battleground
1964,Texas,rep,Goldwater,Battleground
1964,Utah,rep,Goldwater,Base Republican
1964,Vermont,rep,Goldwater,Battleground
1964,Virginia,rep,Goldwater,Battleground
1964,Washington,rep,Goldwater,Base Democratic
1964,West Virginia,rep,Goldwater,Base Democratic
1964,Wisconsin,rep,Goldwater,Battleground
1964,Wyoming,rep,Goldwater,Base Republican
1968,Alabama,dem,Humphrey,Base Wallace
1968,Alaska,dem,Humphrey,Battleground
1968,Arizona,dem,Humphrey,Base Republican
1968,Arkansas,dem,Humphrey,Base Wallace
1968,California,dem,Humphrey,Battleground
1968,Colorado,dem,Humphrey,Battleground
1968,Connecticut,dem,Humphrey,Base Democratic
1968,D. C.,dem,Humphrey,Base Democratic
1968,Delaware,dem,Humphrey,Base Republican
1968,Florida,dem,Humphrey,Base Republican
1968,Georgia,dem,Humphrey,Base Wallace
1968,Hawaii,dem,Humphrey,Base Democratic
1968,Idaho,dem,Humphrey,Base Republican
1968,Illinois,dem,Humphrey,Battleground
1968,Indiana,dem,Humphrey,Base Republican
1968,Iowa,dem,Humphrey,Base Republican
1968,Kansas,dem,Humphrey,Base Republican
1968,Kentucky,dem,Humphrey,Base Republican
1968,Louisiana,dem,Humphrey,Base Wallace
1968,Maine,dem,Humphrey,Base Democratic
1968,Maryland,dem,Humphrey,Battleground
1968,Massachusetts,dem,Humphrey,Base Democratic
1968,Michigan,dem,Humphrey,Base Democratic
1968,Minnesota,dem,Humphrey,Base Democratic
1968,Mississippi,dem,Humphrey,Base Wallace
1968,Missouri,dem,Humphrey,Base Democratic
1968,Montana,dem,Humphrey,Base Republican
1968,Nebraska,dem,Humphrey,Base Republican
1968,Nevada,dem,Humphrey,Battleground
1968,New Hampshire,dem,Humphrey,Base Republican
1968,New Jersey,dem,Humphrey,Base Democratic
1968,New Mexico,dem,Humphrey,Battleground
1968,New York,dem,Humphrey,Base Democratic
1968,North Carolina,dem,Humphrey,Battleground
1968,North Dakota,dem,Humphrey,Base Republican
1968,Ohio,dem,Humphrey,Battleground
1968,Oklahoma,dem,Humphrey,Base Republican
1968,Oregon,dem,Humphrey,Battleground
1968,Pennsylvania,dem,Humphrey,Base Democratic
1968,Rhode Island,dem,Humphrey,Base Democratic
1968,South Carolina,dem,Humphrey,Battleground
1968,South Dakota,dem,Humphrey,Base Republican
1968,Tennessee,dem,Humphrey,Base Republican
1968,Texas,dem,Humphrey,Base Democratic
1968,Utah,dem,Humphrey,Base Republican
1968,Vermont,dem,Humphrey,Base Republican
1968,Virginia,dem,Humphrey,Base Republican
1968,Washington,dem,Humphrey,Battleground
1968,West Virginia,dem,Humphrey,Battleground
1968,Wisconsin,dem,Humphrey,Battleground
1968,Wyoming,dem,Humphrey,Base Republican
1968,Alabama,rep,Nixon,Base Wallace
1968,Alaska,rep,Nixon,Base Republican
1968,Arizona,rep,Nixon,Base Republican
1968,Arkansas,rep,Nixon,Base Wallace
1968,California,rep,Nixon,Battleground
1968,Colorado,rep,Nixon,Base Republican
1968,Connecticut,rep,Nixon,Base Democratic
1968,D. C.,rep,Nixon,Base Democratic
1968,Delaware,rep,Nixon,Base Democratic
1968,Florida,rep,Nixon,Battleground
1968,Georgia,rep,Nixon,Base Wallace
1968,Hawaii,rep,Nixon,Base Democratic
1968,Idaho,rep,Nixon,Base Republican
1968,Illinois,rep,Nixon,Battleground
1968,Indiana,rep,Nixon,Base Republican
1968,Iowa,rep,Nixon,Base Republican
1968,Kansas,rep,Nixon,Base Republican
1968,Kentucky,rep,Nixon,Base Republican
1968,Louisiana,rep,Nixon,Base Wallace
1968,Maine,rep,Nixon,Base Democratic
1968,Maryland,rep,Nixon,Base Democratic
1968,Massachusetts,rep,Nixon,Base Democratic
1968,Michigan,rep,Nixon,Battleground
1968,Minnesota,rep,Nixon,Base Democratic
1968,Mississippi,rep,Nixon,Base Wallace
1968,Missouri,rep,Nixon,Battleground
1968,Montana,rep,Nixon,Base Republican
1968,Nebraska,rep,Nixon,Base Republican
1968,Nevada,rep,Nixon,Base Republican
1968,New Hampshire,rep,Nixon,Base Republican
1968,New Jersey,rep,Nixon,Battleground
1968,New Mexico,rep,Nixon,Base Republican
1968,New York,rep,Nixon,Battleground
1968,North Carolina,rep,Nixon,Battleground
1968,North Dakota,rep,Nixon,Base Republican
1968,Ohio,rep,Nixon,Battleground
1968,Oklahoma,rep,Nixon,Base Republican
1968,Oregon,rep,Nixon,Base Republican
1968,Pennsylvania,rep,Nixon,Battleground
1968,Rhode Island,rep,Nixon,Base Democratic
1968,South Carolina,rep,Nixon,Battleground
1968,South Dakota,rep,Nixon,Base Republican
1968,Tennessee,rep,Nixon,Base Democratic
1968,Texas,rep,Nixon,Battleground
1968,Utah,rep,Nixon,Base Republican
1968,Vermont,rep,Nixon,Base Republican
1968,Virginia,rep,Nixon,Battleground
1968,Washington,rep,Nixon,Base Republican
1968,West Virginia,rep,Nixon,Base Democratic
1968,Wisconsin,rep,Nixon,Battleground
1968,Wyoming,rep,Nixon,Base Republican
1972,Alabama,dem,McGovern,Base Republican
1972,Alaska,dem,McGovern,Battleground
1972,Arizona,dem,McGovern,Base Republican
1972,Arkansas,dem,McGovern,Base Republican
1972,California,dem,McGovern,Battleground
1972,Colorado,dem,McGovern,Base Republican
1972,Connecticut,dem,McGovern,Battleground
1972,D. C.,dem,McGovern,Base Democratic
1972,Delaware,dem,McGovern,Battleground
1972,Florida,dem,McGovern,Base Republican
1972,Georgia,dem,McGovern,Base Republican
1972,Hawaii,dem,McGovern,Base Democratic
1972,Idaho,dem,McGovern,Base Republican
1972,Illinois,dem,McGovern,Battleground
1972,Indiana,dem,McGovern,Base Republican
1972,Iowa,dem,McGovern,Battleground
1972,Kansas,dem,McGovern,Base Republican
1972,Kentucky,dem,McGovern,Base Republican
1972,Louisiana,dem,McGovern,Base Republican
1972,Maine,dem,McGovern,Base Republican
1972,Maryland,dem,McGovern,Battleground
1972,Massachusetts,dem,McGovern,Base Democratic
1972,Michigan,dem,McGovern,Battleground
1972,Minnesota,dem,McGovern,Base Democratic
1972,Mississippi,dem,McGovern,Base Republican
1972,Missouri,dem,McGovern,Base Republican
1972,Montana,dem,McGovern,Base Republican
1972,Nebraska,dem,McGovern,Base Republican
1972,Nevada,dem,McGovern,Base Republican
1972,New Hampshire,dem,McGovern,Base Republican
1972,New Jersey,dem,McGovern,Battleground
1972,New Mexico,dem,McGovern,Base Republican
1972,New York,dem,McGovern,Battleground
1972,North Carolina,dem,McGovern,Base Republican
1972,North Dakota,dem,McGovern,Base Republican
1972,Ohio,dem,McGovern,Battleground
1972,Oklahoma,dem,McGovern,Base Republican
1972,Oregon,dem,McGovern,Battleground
1972,Pennsylvania,dem,McGovern,Battleground
1972,Rhode Island,dem,McGovern,Base Democratic
1972,South Carolina,dem,McGovern,Base Republican
1972,South Dakota,dem,McGovern,Base Democratic
1972,Tennessee,dem,McGovern,Base Republican
1972,Texas,dem,McGovern,Battleground
1972,Utah,dem,McGovern,Base Republican
1972,Vermont,dem,McGovern,Base Republican
1972,Virginia,dem,McGovern,Base Republican
1972,Washington,dem,McGovern,Battleground
1972,West Virginia,dem,McGovern,Base Democratic
1972,Wisconsin,dem,McGovern,Battleground
1972,Wyoming,dem,McGovern,Base Republican
1972,Alabama,rep,Nixon,Battleground
1972,Alaska,rep,Nixon,Battleground
1972,Arizona,rep,Nixon,Base Republican
1972,Arkansas,rep,Nixon,Battleground
1972,California,rep,Nixon,Battleground
1972,Colorado,rep,Nixon,Base Republican
1972,Connecticut,rep,Nixon,Battleground
1972,D. C.,rep,Nixon,Base Democratic
1972,Delaware,rep,Nixon,Battleground
1972,Florida,rep,Nixon,Base Republican
1972,Georgia,rep,Nixon,Battleground
1972,Hawaii,rep,Nixon,Base Democratic
1972,Idaho,rep,Nixon,Base Republican
1972,Illinois,rep,Nixon,Battleground
1972,Indiana,rep,Nixon,Base Republican
1972,Iowa,rep,Nixon,Base Republican
1972,Kansas,rep,Nixon,Base Republican
1972,Kentucky,rep,Nixon,Base Republican
1972,Louisiana,rep,Nixon,Battleground
1972,Maine,rep,Nixon,Base Republican
1972,Maryland,rep,Nixon,Battleground
1972,Massachusetts,rep,Nixon,Base Democratic
1972,Michigan,rep,Nixon,Battleground
1972,Minnesota,rep,Nixon,Base Democratic
1972,Mississippi,rep,Nixon,Battleground
1972,Missouri,rep,Nixon,Battleground
1972,Montana,rep,Nixon,Base Republican
1972,Nebraska,rep,Nixon,Base Republican
1972,Nevada,rep,Nixon,Base Republican
1972,New Hampshire,rep,Nixon,Base Republican
1972,New Jersey,rep,Nixon,Battleground
1972,New Mexico,rep,Nixon,Base Republican
1972,New York,rep,Nixon,Battleground
1972,North Carolina,rep,Nixon,Base Republican
1972,North Dakota,rep,Nixon,Base Republican
1972,Ohio,rep,Nixon,Battleground
1972,Oklahoma,rep,Nixon,Base Republican
1972,Oregon,rep,Nixon,Battleground
1972,Pennsylvania,rep,Nixon,Battleground
1972,Rhode Island,rep,Nixon,Base Democratic
1972,South Carolina,rep,Nixon,Base Republican
1972,South Dakota,rep,Nixon,Base Republican
1972,Tennessee,rep,Nixon,Base Republican
1972,Texas,rep,Nixon,Battleground
1972,Utah,rep,Nixon,Base Republican
1972,Vermont,rep,Nixon,Base Republican
1972,Virginia,rep,Nixon,Base Republican
1972,Washington,rep,Nixon,Battleground
